study,antibody,virus,IC50
imprinted_2022,BD56-040,BA.2.75,0.177
imprinted_2022,BD56-042,BA.2.75,10.0
imprinted_2022,BD56-048,BA.2.75,0.0672
imprinted_2022,BD56-049,BA.2.75,0.000519
imprinted_2022,BD56-052,BA.2.75,10.0
imprinted_2022,BD56-054,BA.2.75,0.0578
imprinted_2022,BD56-055,BA.2.75,0.173
imprinted_2022,BD56-056,BA.2.75,10.0
imprinted_2022,BD56-057,BA.2.75,10.0
imprinted_2022,BD56-059,BA.2.75,0.0493
imprinted_2022,BD56-063,BA.2.75,10.0
imprinted_2022,BD56-066,BA.2.75,0.0122
imprinted_2022,BD56-068,BA.2.75,1.76
imprinted_2022,BD56-069,BA.2.75,0.0578
imprinted_2022,BD56-070,BA.2.75,0.0792
imprinted_2022,BD56-071,BA.2.75,0.0177
imprinted_2022,BD56-073,BA.2.75,4.42
imprinted_2022,BD56-075,BA.2.75,10.0
imprinted_2022,BD56-076,BA.2.75,0.000905
imprinted_2022,BD56-077,BA.2.75,0.0174
imprinted_2022,BD56-081,BA.2.75,10.0
imprinted_2022,BD56-082,BA.2.75,10.0
imprinted_2022,BD56-086,BA.2.75,10.0
imprinted_2022,BD56-087,BA.2.75,0.0569
imprinted_2022,BD56-088,BA.2.75,10.0
imprinted_2022,BD56-090,BA.2.75,0.0474
imprinted_2022,BD56-091,BA.2.75,10.0
imprinted_2022,BD56-097,BA.2.75,10.0
imprinted_2022,BD56-098,BA.2.75,0.0532
imprinted_2022,BD56-100,BA.2.75,10.0
imprinted_2022,BD56-101,BA.2.75,10.0
imprinted_2022,BD56-103,BA.2.75,8.24
imprinted_2022,BD56-105,BA.2.75,10.0
imprinted_2022,BD56-107,BA.2.75,10.0
imprinted_2022,BD56-109,BA.2.75,3.72
imprinted_2022,BD56-110,BA.2.75,0.968
imprinted_2022,BD56-111,BA.2.75,2.97
imprinted_2022,BD56-112,BA.2.75,0.218
imprinted_2022,BD56-114,BA.2.75,10.0
imprinted_2022,BD56-116,BA.2.75,10.0
imprinted_2022,BD56-117,BA.2.75,10.0
imprinted_2022,BD56-119,BA.2.75,10.0
imprinted_2022,BD56-120,BA.2.75,10.0
imprinted_2022,BD56-121,BA.2.75,10.0
imprinted_2022,BD56-122,BA.2.75,10.0
imprinted_2022,BD56-123,BA.2.75,10.0
imprinted_2022,BD56-124,BA.2.75,2.09
imprinted_2022,BD56-125,BA.2.75,10.0
imprinted_2022,BD56-126,BA.2.75,10.0
imprinted_2022,BD56-127,BA.2.75,3.17
imprinted_2022,BD56-130,BA.2.75,10.0
imprinted_2022,BD56-131,BA.2.75,10.0
imprinted_2022,BD56-132,BA.2.75,10.0
imprinted_2022,BD56-133,BA.2.75,10.0
imprinted_2022,BD56-134,BA.2.75,10.0
imprinted_2022,BD56-138,BA.2.75,10.0
imprinted_2022,BD56-139,BA.2.75,10.0
imprinted_2022,BD56-140,BA.2.75,1.85
imprinted_2022,BD56-141,BA.2.75,10.0
imprinted_2022,BD56-142,BA.2.75,10.0
imprinted_2022,BD56-143,BA.2.75,10.0
imprinted_2022,BD56-144,BA.2.75,10.0
imprinted_2022,BD56-145,BA.2.75,10.0
imprinted_2022,BD56-147,BA.2.75,0.000625
imprinted_2022,BD56-148,BA.2.75,1.13
imprinted_2022,BD56-152,BA.2.75,0.0164
imprinted_2022,BD56-153,BA.2.75,7.63
imprinted_2022,BD56-154,BA.2.75,0.755
imprinted_2022,BD56-155,BA.2.75,10.0
imprinted_2022,BD56-156,BA.2.75,10.0
imprinted_2022,BD56-157,BA.2.75,10.0
imprinted_2022,BD56-158,BA.2.75,10.0
imprinted_2022,BD56-159,BA.2.75,10.0
imprinted_2022,BD56-161,BA.2.75,1.81
imprinted_2022,BD56-164,BA.2.75,10.0
imprinted_2022,BD56-165,BA.2.75,10.0
imprinted_2022,BD56-166,BA.2.75,10.0
imprinted_2022,BD56-167,BA.2.75,10.0
imprinted_2022,BD56-169,BA.2.75,2.35
imprinted_2022,BD56-170,BA.2.75,2.7
imprinted_2022,BD56-171,BA.2.75,0.904
imprinted_2022,BD56-172,BA.2.75,5.77
imprinted_2022,BD56-173,BA.2.75,10.0
imprinted_2022,BD56-174,BA.2.75,10.0
imprinted_2022,BD56-177,BA.2.75,10.0
imprinted_2022,BD56-179,BA.2.75,10.0
imprinted_2022,BD56-181,BA.2.75,1.0
imprinted_2022,BD56-184,BA.2.75,10.0
imprinted_2022,BD56-187,BA.2.75,0.112
imprinted_2022,BD56-188,BA.2.75,2.34
imprinted_2022,BD56-189,BA.2.75,10.0
imprinted_2022,BD56-190,BA.2.75,10.0
imprinted_2022,BD56-193,BA.2.75,10.0
imprinted_2022,BD56-194,BA.2.75,10.0
imprinted_2022,BD56-195,BA.2.75,1.92
imprinted_2022,BD56-197,BA.2.75,3.15
imprinted_2022,BD56-199,BA.2.75,10.0
imprinted_2022,BD56-204,BA.2.75,2.9
imprinted_2022,BD56-208,BA.2.75,4.94
imprinted_2022,BD56-210,BA.2.75,10.0
imprinted_2022,BD56-213,BA.2.75,0.948
imprinted_2022,BD56-215,BA.2.75,10.0
imprinted_2022,BD56-216,BA.2.75,10.0
imprinted_2022,BD56-217,BA.2.75,10.0
imprinted_2022,BD56-218,BA.2.75,7.06
imprinted_2022,BD56-219,BA.2.75,10.0
imprinted_2022,BD56-220,BA.2.75,5.19
imprinted_2022,BD56-223,BA.2.75,10.0
imprinted_2022,BD56-224,BA.2.75,10.0
imprinted_2022,BD56-232,BA.2.75,0.685
imprinted_2022,BD56-233,BA.2.75,0.101
imprinted_2022,BD56-260,BA.2.75,10.0
imprinted_2022,BD56-263,BA.2.75,3.75
imprinted_2022,BD56-264,BA.2.75,10.0
imprinted_2022,BD56-265,BA.2.75,0.13
imprinted_2022,BD56-300,BA.2.75,7.53
imprinted_2022,BD56-322,BA.2.75,0.523
imprinted_2022,BD56-327,BA.2.75,0.226
imprinted_2022,BD56-330,BA.2.75,10.0
imprinted_2022,BD56-331,BA.2.75,10.0
imprinted_2022,BD56-332,BA.2.75,10.0
imprinted_2022,BD56-333,BA.2.75,10.0
imprinted_2022,BD56-395,BA.2.75,2.95
imprinted_2022,BD56-400,BA.2.75,0.399
imprinted_2022,BD56-412,BA.2.75,3.26
imprinted_2022,BD56-416,BA.2.75,0.0109
imprinted_2022,BD56-418,BA.2.75,0.00424
imprinted_2022,BD56-419,BA.2.75,0.251
imprinted_2022,BD56-420,BA.2.75,1.0
imprinted_2022,BD56-423,BA.2.75,1.01
imprinted_2022,BD56-424,BA.2.75,0.00154
imprinted_2022,BD56-426,BA.2.75,0.018
imprinted_2022,BD56-427,BA.2.75,10.0
imprinted_2022,BD56-428,BA.2.75,0.00233
imprinted_2022,BD56-430,BA.2.75,0.102
imprinted_2022,BD56-431,BA.2.75,0.00189
imprinted_2022,BD56-433,BA.2.75,0.281
imprinted_2022,BD56-436,BA.2.75,0.0115
imprinted_2022,BD56-437,BA.2.75,10.0
imprinted_2022,BD56-438,BA.2.75,0.00618
imprinted_2022,BD56-442,BA.2.75,0.0348
imprinted_2022,BD56-444,BA.2.75,0.082
imprinted_2022,BD56-447,BA.2.75,0.00149
imprinted_2022,BD56-451,BA.2.75,0.117
imprinted_2022,BD56-454,BA.2.75,0.00687
imprinted_2022,BD56-456,BA.2.75,0.037
imprinted_2022,BD56-457,BA.2.75,0.0129
imprinted_2022,BD56-458,BA.2.75,0.326
imprinted_2022,BD56-461,BA.2.75,10.0
imprinted_2022,BD56-464,BA.2.75,0.0635
imprinted_2022,BD56-467,BA.2.75,0.0041
imprinted_2022,BD56-468,BA.2.75,0.147
imprinted_2022,BD56-469,BA.2.75,10.0
imprinted_2022,BD56-470,BA.2.75,0.0043
imprinted_2022,BD56-471,BA.2.75,0.000852
imprinted_2022,BD56-472,BA.2.75,0.0401
imprinted_2022,BD56-474,BA.2.75,0.00337
imprinted_2022,BD56-475,BA.2.75,10.0
imprinted_2022,BD56-476,BA.2.75,0.36
imprinted_2022,BD56-477,BA.2.75,1.11
imprinted_2022,BD56-479,BA.2.75,0.0331
imprinted_2022,BD56-480,BA.2.75,0.0217
imprinted_2022,BD56-481,BA.2.75,10.0
imprinted_2022,BD56-482,BA.2.75,0.00451
imprinted_2022,BD56-483,BA.2.75,0.000705
imprinted_2022,BD56-484,BA.2.75,1.79
imprinted_2022,BD56-487,BA.2.75,0.0187
imprinted_2022,BD56-488,BA.2.75,0.0201
imprinted_2022,BD56-489,BA.2.75,0.0134
imprinted_2022,BD56-490,BA.2.75,0.00891
imprinted_2022,BD56-491,BA.2.75,4.3
imprinted_2022,BD56-494,BA.2.75,10.0
imprinted_2022,BD56-495,BA.2.75,10.0
imprinted_2022,BD56-499,BA.2.75,0.00225
imprinted_2022,BD56-500,BA.2.75,0.0545
imprinted_2022,BD56-501,BA.2.75,4.59
imprinted_2022,BD56-504,BA.2.75,0.199
imprinted_2022,BD56-505,BA.2.75,0.00341
imprinted_2022,BD56-506,BA.2.75,0.00136
imprinted_2022,BD56-507,BA.2.75,0.0355
imprinted_2022,BD56-510,BA.2.75,0.00259
imprinted_2022,BD56-515,BA.2.75,10.0
imprinted_2022,BD56-516,BA.2.75,10.0
imprinted_2022,BD56-518,BA.2.75,10.0
imprinted_2022,BD56-519,BA.2.75,0.00613
imprinted_2022,BD56-520,BA.2.75,0.0725
imprinted_2022,BD56-522,BA.2.75,9.19
imprinted_2022,BD56-523,BA.2.75,4.44
imprinted_2022,BD56-524,BA.2.75,0.000878
imprinted_2022,BD56-525,BA.2.75,0.28
imprinted_2022,BD56-526,BA.2.75,10.0
imprinted_2022,BD56-529,BA.2.75,10.0
imprinted_2022,BD56-530,BA.2.75,6.61
imprinted_2022,BD56-531,BA.2.75,10.0
imprinted_2022,BD56-532,BA.2.75,0.085
imprinted_2022,BD56-533,BA.2.75,10.0
imprinted_2022,BD56-534,BA.2.75,0.0134
imprinted_2022,BD56-535,BA.2.75,0.0104
imprinted_2022,BD56-537,BA.2.75,0.0284
imprinted_2022,BD56-538,BA.2.75,0.00192
imprinted_2022,BD56-541,BA.2.75,3.36
imprinted_2022,BD56-543,BA.2.75,10.0
imprinted_2022,BD56-545,BA.2.75,10.0
imprinted_2022,BD56-547,BA.2.75,8.54
imprinted_2022,BD56-548,BA.2.75,6.2
imprinted_2022,BD56-549,BA.2.75,10.0
imprinted_2022,BD56-552,BA.2.75,1.05
imprinted_2022,BD56-553,BA.2.75,10.0
imprinted_2022,BD56-554,BA.2.75,0.0128
imprinted_2022,BD56-555,BA.2.75,10.0
imprinted_2022,BD56-557,BA.2.75,10.0
imprinted_2022,BD56-559,BA.2.75,10.0
imprinted_2022,BD56-560,BA.2.75,0.871
imprinted_2022,BD56-561,BA.2.75,1.5
imprinted_2022,BD56-563,BA.2.75,10.0
imprinted_2022,BD56-564,BA.2.75,0.00169
imprinted_2022,BD56-565,BA.2.75,10.0
imprinted_2022,BD56-566,BA.2.75,2.11
imprinted_2022,BD56-568,BA.2.75,3.39
imprinted_2022,BD56-569,BA.2.75,5.66
imprinted_2022,BD56-571,BA.2.75,10.0
imprinted_2022,BD56-572,BA.2.75,1.21
imprinted_2022,BD56-573,BA.2.75,10.0
imprinted_2022,BD56-574,BA.2.75,0.1
imprinted_2022,BD56-576,BA.2.75,6.12
imprinted_2022,BD56-577,BA.2.75,10.0
imprinted_2022,BD56-579,BA.2.75,0.0326
imprinted_2022,BD56-580,BA.2.75,4.27
imprinted_2022,BD56-581,BA.2.75,0.21
imprinted_2022,BD56-583,BA.2.75,4.79
imprinted_2022,BD56-585,BA.2.75,0.000446
imprinted_2022,BD56-586,BA.2.75,2.83
imprinted_2022,BD56-587,BA.2.75,0.0286
imprinted_2022,BD56-588,BA.2.75,10.0
imprinted_2022,BD56-589,BA.2.75,0.0106
imprinted_2022,BD56-590,BA.2.75,10.0
imprinted_2022,BD56-591,BA.2.75,10.0
imprinted_2022,BD56-592,BA.2.75,0.0489
imprinted_2022,BD56-593,BA.2.75,0.00216
imprinted_2022,BD56-594,BA.2.75,10.0
imprinted_2022,BD56-595,BA.2.75,0.00209
imprinted_2022,BD56-598,BA.2.75,3.13
imprinted_2022,BD56-599,BA.2.75,10.0
imprinted_2022,BD56-600,BA.2.75,10.0
imprinted_2022,BD56-602,BA.2.75,5.02
imprinted_2022,BD56-603,BA.2.75,10.0
imprinted_2022,BD56-604,BA.2.75,10.0
imprinted_2022,BD56-605,BA.2.75,0.0117
imprinted_2022,BD56-606,BA.2.75,0.00103
imprinted_2022,BD56-607,BA.2.75,10.0
imprinted_2022,BD56-608,BA.2.75,0.136
imprinted_2022,BD56-609,BA.2.75,4.32
imprinted_2022,BD56-612,BA.2.75,2.19
imprinted_2022,BD56-614,BA.2.75,10.0
imprinted_2022,BD56-616,BA.2.75,0.0597
imprinted_2022,BD56-618,BA.2.75,0.0343
imprinted_2022,BD56-619,BA.2.75,0.241
imprinted_2022,BD56-620,BA.2.75,10.0
imprinted_2022,BD56-623,BA.2.75,0.414
imprinted_2022,BD56-626,BA.2.75,10.0
imprinted_2022,BD56-627,BA.2.75,5.33
imprinted_2022,BD56-628,BA.2.75,6.44
imprinted_2022,BD56-629,BA.2.75,10.0
imprinted_2022,BD56-631,BA.2.75,1.27
imprinted_2022,BD56-632,BA.2.75,0.475
imprinted_2022,BD56-637,BA.2.75,6.28
imprinted_2022,BD56-638,BA.2.75,2.18
imprinted_2022,BD56-639,BA.2.75,10.0
imprinted_2022,BD56-640,BA.2.75,1.25
imprinted_2022,BD56-642,BA.2.75,2.16
imprinted_2022,BD56-643,BA.2.75,10.0
imprinted_2022,BD56-644,BA.2.75,3.97
imprinted_2022,BD56-646,BA.2.75,0.261
imprinted_2022,BD56-647,BA.2.75,0.786
imprinted_2022,BD56-649,BA.2.75,0.313
imprinted_2022,BD56-651,BA.2.75,0.596
imprinted_2022,BD56-652,BA.2.75,10.0
imprinted_2022,BD56-653,BA.2.75,10.0
imprinted_2022,BD56-654,BA.2.75,5.08
imprinted_2022,BD56-656,BA.2.75,10.0
imprinted_2022,BD56-657,BA.2.75,0.00248
imprinted_2022,BD56-658,BA.2.75,0.806
imprinted_2022,BD56-660,BA.2.75,0.000479
imprinted_2022,BD56-661,BA.2.75,10.0
imprinted_2022,BD56-663,BA.2.75,10.0
imprinted_2022,BD56-664,BA.2.75,10.0
imprinted_2022,BD56-666,BA.2.75,3.78
imprinted_2022,BD56-668,BA.2.75,10.0
imprinted_2022,BD56-669,BA.2.75,2.11
imprinted_2022,BD56-670,BA.2.75,10.0
imprinted_2022,BD56-671,BA.2.75,0.00536
imprinted_2022,BD56-674,BA.2.75,1.43
imprinted_2022,BD56-676,BA.2.75,10.0
imprinted_2022,BD56-677,BA.2.75,6.54
imprinted_2022,BD56-678,BA.2.75,1.46
imprinted_2022,BD56-679,BA.2.75,2.62
imprinted_2022,BD56-682,BA.2.75,0.125
imprinted_2022,BD56-683,BA.2.75,10.0
imprinted_2022,BD56-687,BA.2.75,10.0
imprinted_2022,BD56-688,BA.2.75,10.0
imprinted_2022,BD56-690,BA.2.75,10.0
imprinted_2022,BD56-691,BA.2.75,10.0
imprinted_2022,BD56-693,BA.2.75,10.0
imprinted_2022,BD56-694,BA.2.75,1.82
imprinted_2022,BD56-695,BA.2.75,6.02
imprinted_2022,BD56-697,BA.2.75,10.0
imprinted_2022,BD56-698,BA.2.75,2.54
imprinted_2022,BD56-701,BA.2.75,6.13
imprinted_2022,BD56-702,BA.2.75,2.48
imprinted_2022,BD56-703,BA.2.75,2.99
imprinted_2022,BD56-708,BA.2.75,5.15
imprinted_2022,BD56-709,BA.2.75,5.56
imprinted_2022,BD56-711,BA.2.75,10.0
imprinted_2022,BD56-712,BA.2.75,4.24
imprinted_2022,BD56-713,BA.2.75,10.0
imprinted_2022,BD56-715,BA.2.75,10.0
imprinted_2022,BD56-716,BA.2.75,4.54
imprinted_2022,BD56-717,BA.2.75,10.0
imprinted_2022,BD56-719,BA.2.75,0.00792
imprinted_2022,BD56-720,BA.2.75,2.15
imprinted_2022,BD56-722,BA.2.75,2.59
imprinted_2022,BD56-724,BA.2.75,3.19
imprinted_2022,BD56-725,BA.2.75,2.41
imprinted_2022,BD56-726,BA.2.75,1.04
imprinted_2022,BD56-727,BA.2.75,6.39
imprinted_2022,BD56-729,BA.2.75,0.254
imprinted_2022,BD56-730,BA.2.75,1.89
imprinted_2022,BD56-732,BA.2.75,5.67
imprinted_2022,BD56-733,BA.2.75,3.48
imprinted_2022,BD56-739,BA.2.75,10.0
imprinted_2022,BD56-887,BA.2.75,0.0409
imprinted_2022,BD56-900,BA.2.75,0.0143
imprinted_2022,BD56-901,BA.2.75,1.45
imprinted_2022,BD56-904,BA.2.75,1.51
imprinted_2022,BD56-907,BA.2.75,10.0
imprinted_2022,BD56-908,BA.2.75,0.211
imprinted_2022,BD56-910,BA.2.75,0.017
imprinted_2022,BD56-913,BA.2.75,10.0
imprinted_2022,BD56-914,BA.2.75,10.0
imprinted_2022,BD56-917,BA.2.75,0.00129
imprinted_2022,BD56-918,BA.2.75,10.0
imprinted_2022,BD56-921,BA.2.75,10.0
imprinted_2022,BD56-924,BA.2.75,10.0
imprinted_2022,BD56-929,BA.2.75,10.0
imprinted_2022,BD56-930,BA.2.75,10.0
imprinted_2022,BD56-931,BA.2.75,10.0
imprinted_2022,BD56-937,BA.2.75,0.0134
imprinted_2022,BD56-939,BA.2.75,10.0
imprinted_2022,BD56-940,BA.2.75,1.63
imprinted_2022,BD56-941,BA.2.75,10.0
imprinted_2022,BD56-942,BA.2.75,0.0394
imprinted_2022,BD56-945,BA.2.75,10.0
imprinted_2022,BD56-948,BA.2.75,10.0
imprinted_2022,BD56-949,BA.2.75,0.0353
imprinted_2022,BD56-950,BA.2.75,10.0
imprinted_2022,BD56-952,BA.2.75,4.13
imprinted_2022,BD56-954,BA.2.75,10.0
imprinted_2022,BD56-957,BA.2.75,10.0
imprinted_2022,BD56-963,BA.2.75,0.146
imprinted_2022,BD56-964,BA.2.75,0.398
imprinted_2022,BD56-965,BA.2.75,0.0136
imprinted_2022,BD56-967,BA.2.75,10.0
imprinted_2022,BD56-968,BA.2.75,2.55
imprinted_2022,BD56-971,BA.2.75,2.05
imprinted_2022,BD56-975,BA.2.75,10.0
imprinted_2022,BD56-976,BA.2.75,10.0
imprinted_2022,BD56-977,BA.2.75,10.0
imprinted_2022,BD56-1038,BA.2.75,10.0
imprinted_2022,BD56-1057,BA.2.75,10.0
imprinted_2022,BD56-1061,BA.2.75,10.0
imprinted_2022,BD56-1076,BA.2.75,2.83
imprinted_2022,BD56-1091,BA.2.75,10.0
imprinted_2022,BD56-1092,BA.2.75,10.0
imprinted_2022,BD56-1097,BA.2.75,10.0
imprinted_2022,BD58-0448,BA.2.75,0.143
imprinted_2022,BD58-0571,BA.2.75,10.0
imprinted_2022,BD58-0572,BA.2.75,10.0
imprinted_2022,BD58-0573,BA.2.75,0.383
imprinted_2022,BD58-0574,BA.2.75,10.0
imprinted_2022,BD58-0575,BA.2.75,10.0
imprinted_2022,BD58-0577,BA.2.75,10.0
imprinted_2022,BD58-0578,BA.2.75,10.0
imprinted_2022,BD58-0580,BA.2.75,10.0
imprinted_2022,BD58-0586,BA.2.75,10.0
imprinted_2022,BD58-0588,BA.2.75,0.0733
imprinted_2022,BD58-0589,BA.2.75,10.0
imprinted_2022,BD56-1180,BA.2.75,0.00161
imprinted_2022,BD56-1181,BA.2.75,0.00115
imprinted_2022,BD56-1192,BA.2.75,0.167
imprinted_2022,BD56-1198,BA.2.75,0.00609
imprinted_2022,BD56-1211,BA.2.75,10.0
imprinted_2022,BD56-1220,BA.2.75,2.64
imprinted_2022,BD56-1221,BA.2.75,10.0
imprinted_2022,BD56-1223,BA.2.75,0.00439
imprinted_2022,BD56-1225,BA.2.75,3.1
imprinted_2022,BD56-1228,BA.2.75,10.0
imprinted_2022,BD56-1230,BA.2.75,0.0987
imprinted_2022,BD56-1231,BA.2.75,0.791
imprinted_2022,BD56-1232,BA.2.75,10.0
imprinted_2022,BD56-1233,BA.2.75,10.0
imprinted_2022,BD56-1234,BA.2.75,1.58
imprinted_2022,BD56-1235,BA.2.75,0.236
imprinted_2022,BD56-1243,BA.2.75,0.0604
imprinted_2022,BD56-1246,BA.2.75,2.43
imprinted_2022,BD56-1247,BA.2.75,0.00335
imprinted_2022,BD56-1249,BA.2.75,0.00129
imprinted_2022,BD56-1251,BA.2.75,1.88
imprinted_2022,BD56-1252,BA.2.75,0.0576
imprinted_2022,BD56-1254,BA.2.75,0.0568
imprinted_2022,BD56-1255,BA.2.75,0.219
imprinted_2022,BD56-1256,BA.2.75,10.0
imprinted_2022,BD56-1257,BA.2.75,0.388
imprinted_2022,BD56-1258,BA.2.75,0.0253
imprinted_2022,BD56-1259,BA.2.75,0.00512
imprinted_2022,BD56-1261,BA.2.75,2.13
imprinted_2022,BD56-1262,BA.2.75,10.0
imprinted_2022,BD56-1263,BA.2.75,0.112
imprinted_2022,BD56-1265,BA.2.75,0.256
imprinted_2022,BD56-1267,BA.2.75,0.00477
imprinted_2022,BD56-1268,BA.2.75,0.00718
imprinted_2022,BD56-1270,BA.2.75,10.0
imprinted_2022,BD56-1271,BA.2.75,10.0
imprinted_2022,BD56-1272,BA.2.75,10.0
imprinted_2022,BD56-1273,BA.2.75,0.286
imprinted_2022,BD56-1274,BA.2.75,0.157
imprinted_2022,BD56-1276,BA.2.75,10.0
imprinted_2022,BD56-1279,BA.2.75,0.023
imprinted_2022,BD56-1280,BA.2.75,0.122
imprinted_2022,BD56-1282,BA.2.75,0.0217
imprinted_2022,BD56-1283,BA.2.75,10.0
imprinted_2022,BD56-1286,BA.2.75,0.0887
imprinted_2022,BD56-1287,BA.2.75,10.0
imprinted_2022,BD56-1288,BA.2.75,0.0442
imprinted_2022,BD56-1289,BA.2.75,0.011
imprinted_2022,BD56-1290,BA.2.75,0.00223
imprinted_2022,BD56-1292,BA.2.75,0.617
imprinted_2022,BD56-1293,BA.2.75,1.33
imprinted_2022,BD56-1294,BA.2.75,10.0
imprinted_2022,BD56-1297,BA.2.75,0.0071
imprinted_2022,BD56-1298,BA.2.75,2.71
imprinted_2022,BD56-1299,BA.2.75,4.12
imprinted_2022,BD56-1300,BA.2.75,10.0
imprinted_2022,BD56-1301,BA.2.75,0.154
imprinted_2022,BD56-1302,BA.2.75,0.00402
imprinted_2022,BD56-1304,BA.2.75,10.0
imprinted_2022,BD56-1305,BA.2.75,10.0
imprinted_2022,BD56-1306,BA.2.75,10.0
imprinted_2022,BD56-1307,BA.2.75,10.0
imprinted_2022,BD56-1308,BA.2.75,10.0
imprinted_2022,BD56-1309,BA.2.75,10.0
imprinted_2022,BD56-1311,BA.2.75,10.0
imprinted_2022,BD56-1312,BA.2.75,3.03
imprinted_2022,BD56-1314,BA.2.75,10.0
imprinted_2022,BD56-1315,BA.2.75,10.0
imprinted_2022,BD56-1317,BA.2.75,0.0227
imprinted_2022,BD56-1318,BA.2.75,10.0
imprinted_2022,BD56-1320,BA.2.75,10.0
imprinted_2022,BD56-1321,BA.2.75,2.55
imprinted_2022,BD56-1322,BA.2.75,0.0641
imprinted_2022,BD56-1323,BA.2.75,10.0
imprinted_2022,BD56-1324,BA.2.75,0.312
imprinted_2022,BD56-1325,BA.2.75,10.0
imprinted_2022,BD56-1326,BA.2.75,10.0
imprinted_2022,BD56-1327,BA.2.75,0.11
imprinted_2022,BD56-1328,BA.2.75,0.00206
imprinted_2022,BD56-1329,BA.2.75,2.61
imprinted_2022,BD56-1330,BA.2.75,0.0348
imprinted_2022,BD56-1331,BA.2.75,1.96
imprinted_2022,BD56-1332,BA.2.75,10.0
imprinted_2022,BD56-1333,BA.2.75,0.00628
imprinted_2022,BD56-1335,BA.2.75,10.0
imprinted_2022,BD56-1336,BA.2.75,10.0
imprinted_2022,BD56-1337,BA.2.75,10.0
imprinted_2022,BD56-1338,BA.2.75,5.36
imprinted_2022,BD56-1341,BA.2.75,0.291
imprinted_2022,BD56-1342,BA.2.75,10.0
imprinted_2022,BD56-1343,BA.2.75,1.63
imprinted_2022,BD56-1344,BA.2.75,10.0
imprinted_2022,BD56-1354,BA.2.75,0.0513
imprinted_2022,BD56-1382,BA.2.75,0.504
imprinted_2022,BD56-1390,BA.2.75,1.39
imprinted_2022,BD56-1391,BA.2.75,10.0
imprinted_2022,BD56-1392,BA.2.75,10.0
imprinted_2022,BD56-1397,BA.2.75,10.0
imprinted_2022,BD56-1398,BA.2.75,10.0
imprinted_2022,BD56-1399,BA.2.75,10.0
imprinted_2022,BD56-1400,BA.2.75,10.0
imprinted_2022,BD56-1401,BA.2.75,10.0
imprinted_2022,BD56-1402,BA.2.75,0.416
imprinted_2022,BD56-1403,BA.2.75,10.0
imprinted_2022,BD56-1404,BA.2.75,10.0
imprinted_2022,BD56-1405,BA.2.75,0.532
imprinted_2022,BD56-1408,BA.2.75,1.43
imprinted_2022,BD56-1409,BA.2.75,10.0
imprinted_2022,BD56-1410,BA.2.75,0.34
imprinted_2022,BD56-1413,BA.2.75,10.0
imprinted_2022,BD56-1414,BA.2.75,10.0
imprinted_2022,BD56-1416,BA.2.75,0.569
imprinted_2022,BD56-1417,BA.2.75,0.514
imprinted_2022,BD56-1419,BA.2.75,10.0
imprinted_2022,BD56-1420,BA.2.75,0.235
imprinted_2022,BD56-1423,BA.2.75,10.0
imprinted_2022,BD56-1426,BA.2.75,10.0
imprinted_2022,BD56-1427,BA.2.75,10.0
imprinted_2022,BD56-1428,BA.2.75,0.495
imprinted_2022,BD56-1429,BA.2.75,10.0
imprinted_2022,BD56-1430,BA.2.75,10.0
imprinted_2022,BD56-1431,BA.2.75,1.48
imprinted_2022,BD56-1433,BA.2.75,10.0
imprinted_2022,BD56-1435,BA.2.75,10.0
imprinted_2022,BD56-1436,BA.2.75,10.0
imprinted_2022,BD56-1437,BA.2.75,10.0
imprinted_2022,BD56-1438,BA.2.75,10.0
imprinted_2022,BD56-1439,BA.2.75,0.00531
imprinted_2022,BD56-1440,BA.2.75,10.0
imprinted_2022,BD56-1441,BA.2.75,10.0
imprinted_2022,BD56-1442,BA.2.75,10.0
imprinted_2022,BD56-1443,BA.2.75,0.0515
imprinted_2022,BD56-1444,BA.2.75,10.0
imprinted_2022,BD56-1445,BA.2.75,10.0
imprinted_2022,BD56-1446,BA.2.75,0.00249
imprinted_2022,BD56-1447,BA.2.75,10.0
imprinted_2022,BD56-1448,BA.2.75,10.0
imprinted_2022,BD56-1450,BA.2.75,10.0
imprinted_2022,BD56-1451,BA.2.75,10.0
imprinted_2022,BD56-1452,BA.2.75,0.149
imprinted_2022,BD56-1453,BA.2.75,10.0
imprinted_2022,BD56-1455,BA.2.75,10.0
imprinted_2022,BD56-1457,BA.2.75,0.0765
imprinted_2022,BD56-1458,BA.2.75,0.0956
imprinted_2022,BD56-1459,BA.2.75,0.0056
imprinted_2022,BD56-1460,BA.2.75,10.0
imprinted_2022,BD56-1461,BA.2.75,0.0167
imprinted_2022,BD56-1462,BA.2.75,10.0
imprinted_2022,BD56-1463,BA.2.75,10.0
imprinted_2022,BD56-1464,BA.2.75,10.0
imprinted_2022,BD56-1466,BA.2.75,10.0
imprinted_2022,BD56-1467,BA.2.75,10.0
imprinted_2022,BD56-1468,BA.2.75,10.0
imprinted_2022,BD56-1469,BA.2.75,0.00161
imprinted_2022,BD56-1470,BA.2.75,0.369
imprinted_2022,BD56-1471,BA.2.75,10.0
imprinted_2022,BD56-1472,BA.2.75,0.0702
imprinted_2022,BD56-1477,BA.2.75,0.474
imprinted_2022,BD56-1478,BA.2.75,0.148
imprinted_2022,BD56-1479,BA.2.75,0.287
imprinted_2022,BD56-1481,BA.2.75,10.0
